artista,nombre_cancion,link_cancion,letra
Los Tekis,Arde la ciudad,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/arde-la-ciudad,"Tu equipo volvió a ganar, Te prendieron mil bengalas hoy, La banda grita tu nombre y ves, Como la popular se va a caer Pero tu estrella no está más, Se la llevó la mañana... Arde la ciudad, llueve en tu mirada gris, La gente festeja y vuelve a reír, Pero este carnaval, que hoy no te deja dormir, Mires donde mires ella está ahí La vida siempre es así, Te da y te quieta por nada Aunque estés solo, sin corazón Ahora tenés que seguir la función Y es una fiesta el bodegón Donde se junta la hinchada Arde la ciudad, llueve en tu mirada gris, La gente festeja y vuelve a reír, Pero este carnaval, que hoy no te deja dormir, Mires donde mires ella está ahí Y es una fiesta el bodegón Donde se junta la hinchada Arde la ciudad, llueve en tu mirada gris, La gente festeja y vuelve a reír, Pero este carnaval, que hoy no te deja dormir, Mires donde mires ella está ahí Arde la ciudad, llueve en tu mirada gris, La gente festeja y vuelve a reír, Pero este carnaval, que hoy no te deja dormir, Mires donde mires ella está ahí."
Los Tekis,Ay amor,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/ay-amor,Su atención por favor voy tras la huellas Que desborden mi ilusión esperando encontrar a mi amor con esta dulce voz que nace del silencio y se escurre de mi boca para inventar sedientos versos que provocan la verdad es que entre ansiedades y conjuros te imagino yo a mi gusto amor puro sin igual con virtudes y defectos que el cielo te ha dado para que puedas soñar Tu atención por favor Que el desconsuelo ha ganado ya mi alma desnudando toda esta emoción Que tu tierna timidez no esconda toda tu hermosura en tu cordura para que no te sorprenda mi canción hasta enamorarte no he de renunciar ya no puedes ocultarte no hay delirios que me engañen estas ahí sin saber que es el principio de esta historia sin final ay ay amor milagro que en mi boca sabe a miel sin tenerla sentencia que derriba mi ilusión yo no quisiera esa pena ay ay amor milagro que en sus ojos me desvelo sin pena resignación es un misterio al fin toda esa dicha quisiera ay ay amor cabe destacar que estoy expuesto con mi corazón abierto para que puedas soñar es por eso que yo he declarado como urgente Que mi inquieto amor te encuentre como la luna al sol ay ay amor milagro que en mi boca sabe a miel sin tenerla sentencia que derriba mi ilusión yo no quisiera esa pena ay ay amor milagro q en sus ojos me desvelo sin pena resignación es un misterio al fin toda esa dicha quisiera ay ay amor milagro que en mi boca sabe a miel sin tenerla sentencia q derriba mi ilusión yo no quisiera esa pena ay ay amor milagro que en sus ojos me desvelo sin pena resignación es un misterio al fin toda esa dicha quisiera ay ay amor ay ay amor
Los Tekis,Ay corazoncito,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/ay-corazoncito,Creo que de un fantasma me enamorado Siempre vas y vienes y jamás te alcanzo Eres una obsesión que no da respiro Nunca se si te quedaras ya aguanto mas Llegas como huracán y te llevas todo Y yo aquí me quedo tan perdido y solo Tantas idas y vueltas ya no resisto Si otra vez de mí tú te vas quedaras atrás Un poquito de tu amor dame vida por favor Déjame saber si al fin me quieres o te olvido Que de tanto verte partir ay de amor me voy a morir Ay corazoncito que es lo que haré sin ti Déjate de vueltas decídete por mi Ay corazoncito ya no me hagas sufrir
Los Tekis,Ay vidita,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/ay-vidita,"Es como un mar profundo el verde de tu mirada, en sus aguas me hecho a navegar. La melodía dulce viene de tu sonrisa, por su canto alegre me dejo llevar. Y hoy que la luna brilla y la noche es clara, te traigo una promesa en mi canción... Ay vidita, alma mía, quiero decírtelo una cosita te voy a dar, que guardo dentro del corazón Ay vidita, cosa linda, quiero decírtelo, a donde vayas te seguirá el fuego ardiente de nuestro amor Ay, de nuestro amor... Como una brisa suave me envuelven tus caricias, recorriendo caminos sobre mi piel. Tiene tu boca el néctar que me devuelve vida, de esa copa siempre quiero beber. Y hoy que la luna brilla y la noche es clara, te traigo una promesa en mi canción..."
Los Tekis,Bailecito,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/bailecito,"Forastero me dicen, el apodo que me han dado si en Huacalera he nacido y en Maimará me he criado Aquí esta el pobre nacido aquí esta que le han de hacer si no le hecho mal a nadie porque lo han de aborrecer. Mira que estoy borracho y me quieren llevar preso vidita abrime la puerta dejame dormir adentro Ya he cantao ya he bailao ya i hecho lo que he podido solo falta que me digas andate a mudar jodido Quiero ser otro y no puedo parece una maldición tenes tu dueño a tu lado pero estoy pensando en vos Vidita te estoy queriendo pero tu dueño esta viendo que hará tu dueño celoso que hará que no esta durmiendoPobrecito mi caballo junto conmigo padece y en la puerta del boliche mascando el freno amanece. Ya he cantao ya he bailao ya i hecho lo que he podido...."
Los Tekis,Cancion para mi muerte,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/cancion-para-mi-muerte,"Hubo un tiempo que fue hermoso y fui libre de verdad, guardaba todos mis sueños en castillos de cristal. Poco a poco fui creciendo, y mis fábulas de amor se fueron desvaneciendo como pompas de jabón. Te encontraré una mañana dentro de mi habitación y prepararás la cama para dos. Es larga la carretera cuando uno mira atrás vas cruzando las fronteras sin darte cuenta quizás. Tomate del pasamanos porque antes de llegar de aferraran mil ancianos pero se fueron igual. Te encontraré una mañana dentro de mi habitación y prepararás la cama para dos. Quisiera saber tu nombre tu lugar, tu dirección si te han puesto teléfono, también tu numeración. Te suplico que me avises si me vienes a buscar, no es porque te tenga miedo, sólo me quiero arreglar. Te encontraré una mañana dentro de mi habitación y prepararás la cama para dos."
Los Tekis,Canto nochero,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/canto-nochero,Canto nochero eterna canción Canto del alma en busca del sol Cuenco de barro tibio mistol Canto nochero siembra de amor Somos los hijos de la savia oscura De esta infinita y límpida región Donde el maíz con su pureza estalla Y en el telar hay siglos de dolor Vamos al frente con nuestra guitarra Dulce madera que aprendió a cantar Entre los brazos de los que trabajan De los que nunca dejan de soñar Canto nochero eterna canción Canto del alma en busca del sol Cuenco de barro tibio mistol Canto nochero siembra de amor Canto del pueblo que viene y va A puro golpe del corazón Llama que no se apaga jamás Porque la enciende nuestra ilusión Somos los hijos de la flor silvestre Los caminantes de la inmensidad Y somos siempre los enamorados De la alegría que no morirá Somos del pueblo que nos ha acunado El mismo pueblo que no se rindió Cantamos siempre para dar batalla Porque creemos en el amor Canto nochero eterna canción Canto del alma en busca del sol Cuenco de barro tibio mistol Canto nochero siembra de amor Canto del pueblo que viene y va A puro golpe del corazón Llama que no se apaga jamás Porque la enciende nuestra ilusión Somos del pueblo que nos ha acunado El mismo pueblo que no se rindió Cantamos siempre para dar batalla Porque creemos en el amor Porque creemos en el amor.
Los Tekis,Capo caporal,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/capo-caporal,"Te vas llorando de amor, negraLlora, llora el corazón, zamba.Qué te puedo yo decir negra?Si a mi me gusta vivir.Ay vidita, porque yo soy caporal.Yo nací para el amor.De ramo, de flor en flor.Mas picante que el ají,es lo que dicen de mí.Ay vidita porque yo soy caporal,palomita, diablo, diablo, caporal.Muchas me han dicho que sí,una me ha dicho que no.Seguro que ha de volvera perseguir mi querer.Ay vidita, porque yo soy caporal.Sepame usted disculpar, negraya me han querido casar, zambayo me'i de morir así, negramás picante que el ají.Ay vidita, porque yo soy caporalpalomita, diablo, diablo caporal.Te vas llorando de amor, negrallora, llora el corazón, zamba.Qué te puedo yo decir, negra?Si a mi me gusta vivir.Ay vidita, porque yo soy caporalpalomita, diablo, diablo caporal.Qué va a ser? Soy así, capo caporal."
Los Tekis,Cariñito,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/carinito,Lloro por quererte por amarte por desearte lloro por quererte por amarte por desearte lloro por quererte por amarte por desearte lloro por quererte por amarte por desearte ay cariño ay mi vida nunca pero nunca me abandones cariñito nunca pero nunca me abandones cariñito lloro por quererte por amarte por desearte lloro por quererte por amarte por desearte ay cariño ay mi vida nunca pero nunca me abandones cariñito nunca pero nunca me abandones cariñito
Los Tekis,Carnaval del norte,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/carnaval-del-norte,"Carnaval del norte va bajando Salta y Jujuy Carnaval del norte va bajando Salta y Jujuy Suenan las cajas, cantan bagualas Se hace que el diablo va a bailar Que la alegría se vuelva vida por que llego El carnaval. Carnaval del norte va bajando Salta y Jujuy Olor a albaca, sigan las anatas Siga la ronda chuflay, baila inmillitay la mas bonita Amor de la quebrada Con la gauchita salteña si Con la cholita jujeña no Gaucha salteña tome mi amor La chola dijo que no Con la cholita jujeña si Con la gauchita salteña no Chola jujeña tome mi amor La gaucha dijo que no Carnaval del norte va bajando Salta y Jujuy Fuerza nocheros, siga compadre Se nos va la semana No se preocupe sigan Los Tekis Todo el año es carnaval Con la gauchita salteña si Con la cholita jujeña no Gaucha salteña tome mi amor La chola dijo que no Con la cholita jujeña si Con la gauchita salteña no Chola jujeña tome mi amor La gaucha dijo que no."
Los Tekis,Carnavaleando,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/carnavaleando,"A través de tus valles Tus ríos yo puedo ver El sentimiento que hay En tu raíz A través de tus horas Tus días yo puedo ver Como muere de a poco El atardecer, el atardecer, el atardecer  Vuela, vuela cóndor vuela Por que tu destino es cambiar la historia Vuela, vuela cóndor vuela Por que mi camino esta en tu memoria larairara...,  Y si el cóndor te dice No subas no subirás Si la tarde te manda Hay que obedecer  No se juega con fuego Y hasta el final La pachamama es dueña De lo que ves, de lo que ves  Vuela, vuela cóndor vuela..."
Los Tekis,Chibidon,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/chibidon,"Linda fue la vida de aquel viejo marino Que todo lo que hizo fue navegar, Del Golfo de México hasta el Mar de la China, Conocía el misterio de cualquier lugar. Y todas las mujeres, toda la cocina, La Atlántida y las minas del rey Salomón, Gritando poemas llegó por la neblina, Desafiaba a la reina tragando ron. El viejo marino decidió su destino Hundiéndole los barcos a la flota real, Se hizo pirata y siguió su camino Navegando en el límite entre el bien y el mal. Kingston, Jamaica, recuerdo aquel pirata, Traficante de sueños y de libertad, Con su risa de loco y su pelo de plata, Bogando en el mar de la felicidad. Chibidón don don, ielelelé Chibidón don don, ieieieié Chibidón don don, ielelelé Chibidón don don, ieieieié Marino, marino, tal era su destino, Poeta desertor de la marina real, El único inglés amigo de los indios De toda la región de América Central. Kingston, Jamaica, recuerdo aquel pirata, Traficante de sueños y de libertad, Con su risa de loco y su pelo de plata, Buscando en el mar de la felicidad. Chibidón don don, ielelelé Chibidón don don, ieieieié Chibidón don don, ielelelé Chibidón don don, ieieieié Esta es la historia de Chibidón, Un loco de la guerra afiebrado de pasión, Desilusionado de la colonización, Los indios del Caribe lo llamaban Chibidón. Esta es la historia de Chibidón, Un loco de la guerra afiebrado de pasión, Desilusionado de la colonización, Los indios del Caribe lo llamaban Chibidón. Linda fue la vida de aquel viejo marino Que todo lo que hizo fue navegar, Del Golfo de México hasta el Mar de la China, Conocía el misterio de cualquier lugar. Marino, marino, tal era su destino, Poeta desertor de la marina real, El único inglés amigo de los indios De toda la región de América Central. Chibidón don don, ielelelé Chibidón don don, ieieieié Chibidón don don, ielelelé Chibidón don don, ieieieié."
Los Tekis,Cholita de ojos azules,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/cholita-de-ojos-azules,"No se que tienen tus ojos que me hacen suspirar. Tu mirada transparente como el verde del sauzal. Cholita de ojos azules cogollito de mi amor. No sabia que en el campo crecía tan bella flor. Bañadita de rocío color canela su piel. Imilllita, misquiñiagui no me hagas mas sufrir. Es mi paloma vidita imillita bien bonita. Estrellita de la noche chasquita de la mañana."
Los Tekis,Como has hecho,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/como-has-hecho,"Debí saber que al amarte yo te perdía Debí saber que tu mundo, ya no era el mío Es tan lejano aquel día en que me decías Ya no soy niña no juegues con sentimientos Cómo has hecho, para amarte así Como has hecho que te quiera así Cómo has hecho me mataste amor Cómo has hecho, cómo has hecho Al saber que alejas mi sentimientos Deseo saber que has hecho en mí"
Los Tekis,Condor vuela,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/condor-vuela,"A través de tus valles Tus ríos yo puedo ver El sentimiento que hay En tu raíz A través de tus horas Tus días yo puedo ver Como muere de a poco El atardecer, el atardecer, el atardecer Vuela, vuela cóndor vuela Por que tu destino es cambiar la historia Vuela, vuela cóndor vuela Por que mi camino esta en tu memoria larairara..., Y si el cóndor te dice No subas no subirás Si la tarde te manda Hay que obedecer No se juega con fuego Y hasta el final La pachamama es dueña De lo que ves, de lo que ves Vuela, vuela cóndor vuela..."
Los Tekis,Coplas sueltas,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/coplas-sueltas,"Pobrecito del coyuyo, que cante sin que lo vean de que le vale esconderse, si el cantor sale pa afuera Velay la virgen Mechuda, cabellos de agua y mar vestido de sol y luna, corazón de paloma. Mas vale muerto y contento, que moribundo y penando ese día que yo muera, me iré a la gloria cantando En huacalera hace frío, en Tilcara esta nevando en Maimara ya no puedo y en volcán me estoy machando La morera esta apedreando, la siesta con su granizo y lo desangra el verano, con su siesta color vino. Al cielo yo me he de ir, viditay cuando me muera lloraran los almacenes y el vino llorar quisiera. Mi madre junto carrizos y mi padre yerba buena yo quiero ser jardinero, pero solo junto penas Ay ya llego el carnaval ramito de albahaca déjame llorar."
Los Tekis,Cuando te olvide,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/cuando-te-olvide,Amanece y bajo el cielo Hoy me encuentro en un lugar Hoy más lejos de la soledad Y en mis días cotidianos Cuando vuelvo a despertar Guardo en cada momento tu amor Volveré siempre que me recuerdes vendrás Sentirás siempre cuando te olvide sabrás La sutil melancolía Que hoy tus ojos al mirar Se resguarda en mi corazón De esas calles tan extrañas Que solíamos andar Fue un oscuro lugar nuestro amor.
Los Tekis,Cuando voy por la quebrada,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/cuando-voy-por-la-quebrada,Cuando voy por la quebrada me parece como un sueño el enero de Tilcara y me viene la nostalgia. Que cambiada esta Humahuaca hace tiempo que no vengo para ver los carnavales meta baile por los cerros. Ay con los años que pasan ay con las cosas que cambian es tan triste la quebrada si no esta mi enamorada. La ilusión es verdadera cuando voy por los lugares que hacen tiempo recorría con mi chola todo el día. Y si llego hasta la Quiaca ya me va faltando el aire he perdido la costumbre de la altura y del picante.
Los Tekis,Deje mi querer en la quebrada,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/deje-mi-querer-en-la-quebrada,"Deje mi querer allá en quebrada deje mi querer y quiero volver mi chola y mi rancho allá quedaron y ahora nostálgico le cantare. A ella le canto un takirari que nace muy dentro, dentro de mí compuesto de noche que solo estaba hecho de estrella de luna también. Ay, vidita si yo pudiera tenerte cerca, cerca de mí daría mi vida por estar contigo pero no puedo y hoy lloro por ti."
Los Tekis,Diablero,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/diablero,"Entre palabras que van, Como un grito en la montaña, Vuelve el carnaval. Brotecitos de albaca, Y el corazón de norteño, A soñar... Cuanto tiempo de esperar, Para que se vuelva copla esa soledad. Calle arriba seguirá, Para olvidar sus penas bailara... Hombre simple y un disfraz, De ser lo que quiere ser el diablo el carnaval. Esconder la realidad, Con un duende en su garganta cantara... Y estas ahí... Como un viento nostalgioso, Confundido un poco ansioso, Dejándote llevar. Y estas ahí... Gritando tu nombre al cielo, Viviendo ese sueño eterno. Y estas ahí... Perdido en la realidad, Brindando por tu ausencia la soledad. Y estas ahí... Padeciendo el carnaval. Ya no hay tiempo que esperar, Ya la copla se ha fundido, En esa soledad. Sigue vivo en su penar, Emborrachado de olvido bailara. Ya ha llegado el carnaval, Su silencio se ha perdido por las comparsas. Y el ramito de albahaca, Que pasó un año escondido, Volverá... Y estas ahí... Como un viento nostalgioso, Confundido un poco ansioso, Dejándote llevar. Y estas ahí... Gritando tu nombre al cielo, Viviendo ese sueño eterno. Y estas ahí... Perdido en la realidad, Brindando por tu ausencia la soledad. Y estas ahí... Y estas ahí... Y estas ahí... Padeciendo el carnaval... Y estas ahí... Y estas ahí... Y estas ahí..."
Los Tekis,Dile que no,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/dile-que-no,Ya no vuelvas a querer al amor que ya paso pueda que pueda engañarte si es que te llama dile que no. Dile que no mujer aunque te mate el dolor por que el amor que ya paso es fruto de una traición. Dile que no mujer que ya no podrás querer si recordas aquel ayer solo te hará padecer. Que imposible que será renovar aquel ayer será mejor mucho mejor que no vuelvas a querer.
Los Tekis,Don't let me down,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/dont-let-me-down,"Don´t let me down don´t let me down don´t let me down don´t let me down. Nobody ever loved me like she does oo she does, yes she does and if somebody loved me like she do me oo she do me, you she doesdon´t let me down hey, Don´t let me down don´t let me down don´t let me down don´t let me down. I´m in love for the first time don´t you know it´s gonna lastit´s a love that lasts foreverit´s a love that had no past Don´t let me down don´t let me down don´t let me down don´t let me down. And from the first time that she really done me oo she done me, she done me goodi guess nobody ever really done me oo she done me, she done me good Don´t let me down don´t let me down don´t let me down don´t let me down."
Los Tekis,Doña Ubenza,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/dona-ubenza,"Ando llorando pa´ dentro, Aunque me ría pa´ fuera. Así tengo yo que vivir Esperando a que me muera. Le doy ventaja a los vientos Porque no puedo volar, Hasta que agarro mi caja Y la empiezo a vagualear. Mi raza reza que pedirá, Allá en el monte de caridad, No tiene tiempo ya no da mas, Reza que reza porque será Valle sonoro de pedregal Piedra por piedra al viento va, Borrando huellas a mi dolor Silencio puro es mi corazón. Me persigno por si acaso, No valla que dios exista Y me lleve pa´ el infierno Con todas mis ovejitas. No se si habrá otro mundo Donde las almas suspiran, Yo vivo sobre esta tierra Trajinando todo el día. Mi raza reza que pedirá, Allá en el monte de caridad, No tiene tiempo ya no da mas, Reza que reza porque será Valle sonoro de pedregal Piedra por piedra al viento va, Borrando huellas a mi dolor Silencio puro es mi corazón."
Los Tekis,El humahuaqueño,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/el-humahuaqueno,"Llegando está el carnaval, quebradeño mi cholitay. Llegando está el carnaval Quebradeño mi cholitay. Fiesta de la quebrada humahuaqueña para cantar, erke, charango y bombo, Carnavalito para bailar. Quebradeño, humahuaqueñito Quebradeño, humahuaqueñito.Llegando está el carnaval, quebradeño mi cholitay. Llegando está el carnaval Quebradeño mi cholitay. Quebradeño, humahuaqueñito Quebradeño, humahuaqueñito."
Los Tekis,El orgulloso,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/el-orgulloso,Te vengo a pedir perdón Por insultarte sin tener motivo Me equivoqué al ser así contigo Te ofendí sin tener la razón. Te juro me siento mal Yo no me explico mi comportamiento Te compare con alguien Que hace tiempo Me quiso y me hizo mucho mal. Por eso yo El orgullosos te pide perdón Por insultarte sin tener rezón Me está matando Este remordimiento Por eso yo El orgulloso te pide perdón Porque no puede más mi corazón Y hoy te pierdo Y sólo me lamento.
Los Tekis,El pedregoso,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/el-pedregoso,Desde lejos he venido Por que no puedo vivir sin verte Y aunque es medio pedregoso Vamonos si no es delito el quererte Por que no puedo vivir sin verte Por que no puedo estar tan triste Si tú también me quisiste Vamonos si no es delito el quererte Desde lejos he venido Por que no puedo vivir sin verte Y aunque es medio pedregoso Vamonos si no es delito el quererte Por que no puedo vivir sin verte Por que no puedo estar tan triste Si tú también me quisiste Vamonos si no es delito el quererte.
Los Tekis,Entra a mi hogar,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/entra-a-mi-hogar,"Abre la puerta y entra a mi hogaramigo mío que hay un lugardeja un momento de caminar.Siéntate un rato a descansarToma mi vino y come mi pantenemos tiempo de conversar.Que haya alegría en mi corazóncon tu presencia me traes el solmanos sencillas, manos de amortienden la mesa y le dan caloral pan caliente sobre el mantelel vino bueno y un gusto a mielhabrá en mi casa mientras estés.Estribillo:Qué felicidad amigo míotenerte conmigo y recordarhacer que florezcan pecho adentroardientes capullos de amistad.Toma mi guitarra y dulcementecántame con ella una canciónque quiero guardar en mi memoriael grato recuerdo de tu voz."
Los Tekis,Eres,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/eres,"Eres la ternura en cada abrazo Mi victoria y mi fracaso Mi alegría y mi dolor Eres mi realidad, mi fantasía La que se cruzo en mi vida Y me robo mi corazón Pueden mentir tus palabras Se que tus ojos no mienten Puedes hablar de mil cosas Yo se muy bien lo que sientes Puedo sentir tus latidos Amarte profundamente Y desnudarte en un beso de amor Sentirte completamente Quisiera ser tu refugio Que tus ojos me despierten Y cada día volver a sentir Este amor es para siempre Pueden mentir tus palabras Se que tus ojos no mienten Ellos me dicen que piensan en mí Cuando me miran de frente Pueden mentir tus palabras Puedes hablar de mil cosas Yo se muy bien, Q tus ojos no mienten Pueden mentir tus palabras Puedes hablar de mil cosas Yo se muy bien, que no mientes Cuando me miras de frente"
Los Tekis,Escondiditos,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/escondiditos,"Porque regreses hasta mí dejar urgencias en tu boca... porque te traiga mi recuerdo entre caricias una ausencia Porque despiertes en mis ojos por si te pierdes algún día... tallar tus noches a mi antojo por quedarme en tus pupilas Que si tú estás todo provocas si hasta mi sombra enamoras mas me duele que te vayas Dejar locuras en suspenso tu cuerpo, el mío, al descubierto es buen motivo para volver Ay, negrita linda no te demores agüita dulce de tu boquita pa´l alma embeber luego un cariñito muy suavecito, fueguito de ayer pa´que no nos vea la noche escondiditos esta bien Ay, negrita linda no te demores agüita dulce de tu boquita pa´l alma embeber luego un cariñito muy suavecito, fueguito de ayer por si la noche nos mira escondiditos esta bien"
Los Tekis,Facil,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/facil,"Es tan fácil la facilidad está solito muy solo solito te quiero te extraño, te necesito  es tan fácil silencio y la verdad me paso las noches pensando y pensando y el tiempo sigue pasando  es tan fácil la forma del corazón no voy a buscar no quiero encontrar  fácil cuando canto fácil cuando respiro fácil todo es tan fácil asi es para mi asi es para mi  caminando fácil sonriendo fácil enamorandome fácil que fácil es para mi que fácil es para mi  que dicen quién soy que dicen quién sos que dicen de aquel que dicen de él es todo más fácil la forma de ser  Es tan fácil decirte te quiero amor sabés que te quiero que fácil que estoy  es tan fácil no andar complicándome y bajo esa luna me despertaré  es tan fácil la forma del corazón no voy a buscar no quiero encontrar  fácil cuando canto fácil cuando respiro fácil todo es tan fácil asi es para mi asi es para mi  caminando fácil sonriendo fácil enamorándome fácil que fácil es para mi que fácil es para mi  que dicen quién soy que dicen quién sos que dicen de aquel que dicen de él es todo más fácil la forma de ser"
Los Tekis,Fue,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/fue,No puedo olvidar tanto amor Cubriendo mis heridas Con sombras que muere al sol Sin encontrar el día Fue nuestro amor La razón de mi vida Un nuevo sol Tu mirada en la mía Nunca el dolor Comprendió tu partida. Soñándonos toda noche imagina Que nuestro amor sigue aquí todavía Oscureció sin los dos Luna mía Llueve sobre mi corazón Lo que fue se llevo Lo mejor de mi vida Llueve sobre mi corazón Donde nace un amor Donde todo termina. Soñándonos toda noche imagina Que nuestro amor sigue aquí todavía Oscureció sin los dos Luna mía Llueve sobre mi corazón Lo que fue se llevo Lo mejor de mi vida Llueve sobre mi corazón Donde nace un amor Donde todo termina Ya no vuelvas que hoy Ya no hay perfume ni flor Y otro amor ya cierra la puerta La que yo deje abierta para tu corazón Llueve sobre mi corazón Lo que fue se llevo Lo mejor de mi vida Llueve sobre mi corazón Donde nace un amor Donde todo termina
Los Tekis,Hasta el otro carnaval,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/hasta-el-otro-carnaval,Eres el agua de este manantial Eres la luz de toda inmensidad Detras del valle de mi soledad  Eres el tiempo que me paso eres la pena y fuiste el adios eres camino y el caminador y cuando sopla algo de viento cuando es carnaval te siento y te recuerdo corazon  ESTRIBILLO  cuando vuelva te dare todos mi sueños te dare hasta mil razones en un baile apretadito dejaremos corazones en las noches te extrañado hasta el otro carnaval  tu eres atardecer de un verano tu eres el angel que esta de mi mano tu eres el diablo que me abraza hoy yo soy el cerro tu la libertad eres el aire que trae la sal y en las estrellas te voy a soñar y cuando sopla algo de viento cuando es carnaval te siento y te recuerdo corazon  ESTRIBILLO  cuando vuelva te dare todos mi sueños te dare hasta mil razones en un baile apretadito dejaremos corazones en las noches te extrañado hasta el otro carnaval  cuando vuelva te dare todos mi sueños te dare hasta mil razones en un baile apretadito dejaremos corazones en las noches te extrañado hasta el otro carnaval  cuando vuelva te dare todos mi sueños te dare hasta mil razones en un baile apretadito dejaremos corazones en las noches te extrañado hasta el otro carnaval
Los Tekis,Hazlo tomar,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/hazlo-tomar,"Y desperté esa mañana, me acerqué hasta la ventana, todo el paisaje era oscuro, todo el recuerdo era oscuro. Una mujer a mi lado, con los años bien trazados, su boca traía la copla, y en esa copla las copas. Trajo un perfume el recuerdo, aquel intenso momento, y el recuerdo que traía, las copleras que decían... Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. En esta casa se invita, se tomaba quiquecha, el vaso negro marcaba, mientras la mancha pechaba. Cierro los ojos y pienso qué hará el diablo en la comparsa, mientras saltaba y tomaba, de a poco me enamoraba. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Esa coplera muy dulce, alegre y aguantadora, de a poco me fue manchando, por eso estoy recordando. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma. Hazlo tomar, hazlo tomar, en esta casa se toma."
Los Tekis,Himno del cucumelo,http://www.mifolkloreargentino.com.ar/letras-de-canciones-de-los-tekis/himno-del-cucumelo,"Conseguí pasaje, ya estoy en Misiones, conseguí segú... y no quiere llover. Ojala que llueva, que crezca el cucumelo, ojalá que llueva, que tiene que llover. Que cu que cu que cu que cucumelo, que linda esta la cumbia del cucumelo, que cu cu que cu cu que cucumelo, que buena esta la cumbia del cucumelo. El cucumelero se va pa Misiones, y al cucumelero no le quiere llover. Ojala que llueva, que crezca el cucumelo, ojalá que llueva, que tiene que llover. El cucumelero se hizo jardinero, con una regadera, riega los del sexos. Ojala que llueva, que crezca el cucumelo, ojalá que llueva, que tiene que llover. Que cu que cu que culpa tengo, si me voy para Misiones y no se que es el cucumelo, que cu que cu que cucumelo, cucumelero jardinero cucumelero... Que llueva que llueva, la vieja esta en la cueva, los pajaritos cantan, la vieja se levanta, que si!, que no!, que caiga un chaparrón, arriba de un colchón, con agua y con jabón!"
